Order ID,Order Amount (INR),Delivery Time (mins),Order Date,Rating,Number of Items,Delivery Distance (km),Delivery Agent ID,Order Status,Payment Method,Tip Amount (INR),Promo Code Applied,Has Free Delivery,res_id,name,type,address,city,locality,latitude,longitude,cuisines,timings,average_cost_for_two,price_range,highlights,aggregate_rating,votes,photo_count,opentable_support,delivery,state,area,Month,Year,Day,Quarter,Is_Delivered,Is_Cancelled,Has_Promo,Free_Delivery,Completed_Revenue
7218,2333,84,2023-06-14,1.8,7,9.128102409733483,555,In-Transit,Credit Card,35,No,No,6503689,Euriska,Lounge,"Near Nitesh HUB, KP Annexe, Mundhwa, Pune",Pune,Mundhwa,18.53734279,73.90859965,"Finger Food, Italian, Mediterranean, Greek, Salad","Closed (Mon-Tue),5pm – 12midnight (Wed-Sat),4pm – 12midnight (Sun)",2500,4,"['Dinner', 'Takeaway Available', 'Lunch', 'Cash', 'Delivery', 'Credit Card', 'Nightlife', 'Fullbar', 'Indoor Seating', 'LGBTQIA Friendly', 'Smoking Area', 'Valet Parking Available', 'Outdoor Seating', 'Table booking recommended']",4.0,1053,1038,0.0,0,Maharashtra,307713,June,2023,Wednesday,2,0,0,0,0,0
7219,532,51,2023-07-30,4.0,7,11.07267951697143,670,Delivered,UPI,6,No,Yes,17760281,The Laughter Chapter Cafe,Café,"E Wing, Shanti Bhavan, Opposite MCC College, Sarojini Naidu Road, Mulund West, Mumbai",Mumbai,Mulund West,19.17442596,72.95819376,"Cafe, Healthy Food, Beverages",Mon-Sun (12 Noon to 11:59 PM),500,2,"['Takeaway Available', 'Debit Card', 'Lunch', 'Cash', 'Delivery', 'Credit Card', 'No Alcohol Available', 'Dinner', 'Digital Payments Accepted', 'Kid Friendly', 'Disabled Friendly', 'Wifi', 'Pure Veg', 'Vegan Options', 'Board Games', 'Indoor Seating', 'Air Conditioned', 'Axis Bank - Dining Delights', 'Gluten Free Options', 'Serves Jain Food', 'Seaside']",4.0,1127,2284,0.0,1,Maharashtra,307713,July,2023,Sunday,3,1,0,0,1,532
7220,1056,22,2023-12-05,1.8,5,13.87146370553923,307,Cancelled,Net Banking,13,No,No,18699502,Friends Sandwich Corner,Quick Bites,"Wing 6, Tyagi Market, Prem Nagar, Dehradun",Dehradun,Prem Nagar,30.33342974,77.96221107,Fast Food,4 PM to 10 PM,150,1,"['No Alcohol Available', 'Cash', 'Dinner', 'Takeaway Available', 'Lunch', 'Indoor Seating', 'Free Parking']",3.5,41,1,0.0,1,Uttarakhand,53483,December,2023,Tuesday,4,0,1,0,0,0
7220,1056,22,2023-12-05,1.8,5,13.87146370553923,307,Cancelled,Net Banking,13,No,No,18699502,Friends Sandwich Corner,Quick Bites,"Wing 6, Tyagi Market, Prem Nagar, Dehradun",Dehradun,Prem Nagar,30.33342974,77.96221107,Fast Food,4 PM to 10 PM,150,1,"['No Alcohol Available', 'Cash', 'Dinner', 'Takeaway Available', 'Lunch', 'Indoor Seating', 'Free Parking']",3.5,41,1,0.0,0,Uttarakhand,53483,December,2023,Tuesday,4,0,1,0,0,0
7221,497,24,2024-05-06,2.6,1,2.633217440030276,305,In-Transit,Net Banking,58,No,Yes,18882580,Shree Satya Vijay Patel Icecream,Dessert Parlour,"Crescent B Shop No:4, Race Course Rd, Near A G.Office, Rajkot, Gujarat, Race Course, Rajkot",Rajkot,Race Course,22.297941,70.78952,"Beverages, Ice Cream",12noon – 11pm (Mon-Sun),300,1,"['Delivery', 'Credit Card', 'Cash', 'Takeaway Available', 'Debit Card', 'Indoor Seating']",3.3,12,5,0.0,1,Gujarat,196024,May,2024,Monday,2,0,0,0,1,0
7222,410,43,2024-08-30,4.1,1,0.6886991503770873,145,In-Transit,Cash,192,Yes,Yes,18384142,Crudo Juicery,Beverage Shop,"V/708, Saraswati Vihar, Maruti Housing Colony, Behind Sahara Mall, MG Road, Gurgaon",Gurgaon,MG Road,28.47675166,77.08445817,"Beverages, Healthy Food",10 AM to 11 PM,700,2,"['No Seating Available', 'Cash', 'Credit Card', 'Delivery', 'Debit Card']",4.5,182,201,0.0,1,Haryana,44212,August,2024,Friday,3,0,0,1,1,0
7223,896,73,2023-12-14,4.4,4,13.44923953686315,526,Cancelled,Net Banking,178,No,Yes,1600214,Le Cafetino,Café,"SSK Solitaire, Ahilyabai Holkar Marg, Mumbai Naka Tidke Colony, Near Sharanpur, Satpur, Nashik",Nashik,"SSK Solitaire, Satpur",19.99112691,73.77598219,Cafe,24 Hours (Mon-Sun),500,3,"['Lunch', 'No Alcohol Available', 'Breakfast', 'Credit Card', 'Dinner', 'Cash', 'Outdoor Seating', 'Wifi', 'Valet Parking Available', 'Axis Bank - Dining Delights']",4.2,119,104,0.0,1,Maharashtra,307713,December,2023,Thursday,4,0,1,0,1,0
7224,2639,47,2023-10-12,4.3,3,14.7327578461321,670,In-Transit,UPI,164,Yes,Yes,18683810,New Restaurant,Bar,"Football ground, Mal Godown Market, Cuttack",Cuttack,Mal Godown Market,0.0,0.0,Drinks Only,Not Available,1000,3,"['Cash', 'Debit Card', 'Credit Card', 'Fullbar']",0.0,0,0,0.0,0,Odisha,155707,October,2023,Thursday,4,0,0,1,1,0
7225,462,81,2024-01-11,2.7,7,2.787048382255077,611,Cancelled,UPI,154,No,Yes,18692405,Bawarchi,Casual Dining,"Sadar Bazar Jamalpur Road, Jamalpur, Bihar 811214, India",Patna,Anandpuri,25.61150809,85.15090406,"North Indian, Chinese, Roast Chicken, Rolls",10 AM to 10 PM,400,2,"['Lunch', 'Delivery', 'Dinner', 'Cash', 'Breakfast', 'Free Parking', 'Free Wifi', 'Indoor Seating']",3.0,6,0,0.0,0,Bihar,94163,January,2024,Thursday,1,0,1,0,1,0
7226,534,54,2023-07-22,2.1,8,1.200524679593454,162,Cancelled,Debit Card,121,Yes,Yes,2500069,Hotel Laadli,Quick Bites,"Goodwill Complex, Opposite Cidco Busstand, N-2, CIDCO, Aurangabad",Aurangabad,CIDCO,19.87363201,75.36744844,"North Indian, South Indian",8 AM to 11 PM,350,2,"['Dinner', 'Lunch', 'Indoor Seating', 'Pure Veg', 'Outdoor Seating']",3.9,301,33,0.0,0,Maharashtra,307713,July,2023,Saturday,3,0,1,1,1,0
7226,534,54,2023-07-22,2.1,8,1.200524679593454,162,Cancelled,Debit Card,121,Yes,Yes,2500069,Hotel Laadli,Quick Bites,"Goodwill Complex, Opposite Cidco Busstand, N-2, CIDCO, Aurangabad",Aurangabad,CIDCO,19.87363201,75.36744844,"North Indian, South Indian",8 AM to 11 PM,350,2,"['Dinner', 'Lunch', 'Indoor Seating', 'Pure Veg', 'Outdoor Seating']",3.9,301,33,0.0,0,Bihar,94163,July,2023,Saturday,3,0,1,1,1,0
7227,952,50,2024-09-03,2.8,3,8.404867121465122,648,Delivered,Cash,117,Yes,No,51741,Cookie Man,Bakery,"Forum Mall, Hosur Road, Koramangala 7th Block, Bangalore",Bangalore,"Forum Mall, Koramangala",12.93471484,77.61155147,"Bakery, Desserts",10:30 AM to 11 PM,150,1,"['Debit Card', 'No Alcohol Available', 'Cash', 'Credit Card', 'Mall Parking', 'Takeaway Available', 'Indoor Seating', 'Axis Bank - Dining Delights', 'Desserts and Bakes', 'Pure Veg']",3.9,102,61,0.0,0,Karnataka,191791,September,2024,Tuesday,3,1,0,1,0,952
7228,2926,82,2023-06-26,5.0,7,1.065854245040005,364,Cancelled,Debit Card,119,Yes,Yes,100449,Giardino- Jai Mahal Palace,Fine Dining,"Jai Mahal Palace, Jacob Road, Civil Lines, Jaipur",Jaipur,"Taj Jai Mahal Palace, Civil Lines",26.91317222,75.78665961,Italian,"12:30 PM to 3 PM, 7 PM to 11 PM",4500,4,"['Dinner', 'Serves Alcohol', 'Credit Card', 'Cash', 'Debit Card', 'Valet Parking Available', 'Outdoor Seating', 'Air Conditioned', 'Luxury Dining', 'Fullbar', 'Poolside', '4/5 Star', 'Table booking recommended', 'Wheelchair Accessible']",4.3,191,440,0.0,0,Rajasthan,342239,June,2023,Monday,2,0,1,1,1,0
7229,888,19,2023-07-31,2.3,9,14.9081264881429,172,In-Transit,Credit Card,16,Yes,Yes,65505,Hotel Saravana Bhavan,Casual Dining,"21, Kennet Lane, Egmore, Chennai",Chennai,Egmore,13.07686335,80.26244167,"South Indian, Chinese",7 AM to 10 PM,400,1,"['Credit Card', 'Dinner', 'Delivery', 'Lunch', 'No Alcohol Available', 'Cash', 'Breakfast', 'Debit Card', 'Takeaway Available', 'Air Conditioned', 'Indoor Seating', 'Table Reservation Not Required', 'Pure Veg']",3.6,202,77,0.0,1,Tamil Nadu,130058,July,2023,Monday,3,0,0,1,1,0
7229,888,19,2023-07-31,2.3,9,14.9081264881429,172,In-Transit,Credit Card,16,Yes,Yes,65505,Hotel Saravana Bhavan,Casual Dining,"21, Kennet Lane, Egmore, Chennai",Chennai,Egmore,13.07686335,80.26244167,"South Indian, Chinese",7 AM to 10 PM,400,1,"['Credit Card', 'Dinner', 'Delivery', 'Lunch', 'No Alcohol Available', 'Cash', 'Breakfast', 'Debit Card', 'Takeaway Available', 'Air Conditioned', 'Indoor Seating', 'Table Reservation Not Required', 'Pure Veg']",3.6,202,77,0.0,0,Tamil Nadu,130058,July,2023,Monday,3,0,0,1,1,0
7230,446,15,2023-09-22,1.6,1,7.419028245201782,635,In-Transit,Cash,41,Yes,No,18691100,Vishvas Bhojanalaya,Dhaba,"Rathod Chowk, Ramsagar Pada, Jawahar Nagar, Raipur",Raipur,Jawahar Nagar,21.24956123,81.63073339,"North Indian, Biryani",10 AM to 11:30 PM,200,1,"['Takeaway Available', 'No Alcohol Available', 'Lunch', 'Cash', 'Dinner', 'Indoor Seating']",3.9,246,20,0.0,1,Chhattisgarh,135191,September,2023,Friday,3,0,0,1,0,0
7231,2961,52,2023-03-08,2.3,8,9.187147852685573,663,Cancelled,UPI,143,Yes,Yes,18690761,Mr & Mrs Idly,Food Court,"Magneto Mall, Food Court, Jevan Vihar, Shankar Nagar, Raipur",Raipur,Shankar Nagar,21.24009901,81.68404933,South Indian,11 AM to 11 PM,150,1,"['Lunch', 'Takeaway Available', 'Cash', 'Dinner', 'Self Service', 'Indoor Seating', 'Pure Veg']",2.9,10,1,0.0,0,Chhattisgarh,135191,March,2023,Wednesday,1,0,1,1,1,0
7232,2371,15,2023-06-18,1.1,6,9.167728633007725,216,Delivered,Credit Card,122,No,No,114015,Foodinn,Casual Dining,"Ground Floor, Mohini II, Opposite Gandhigram Railway Station, Ashram Road, Ahmedabad",Ahmedabad,Ashram Road,23.02620203,72.56963521,"North Indian, Hyderabadi, Chinese","12noon – 3pm, 6:30pm – 11pm (Mon-Sun)",700,2,"['Dinner', 'Cash', 'Takeaway Available', 'Debit Card', 'Lunch', 'Delivery', 'Credit Card', 'Indoor Seating', 'Air Conditioned']",3.9,544,137,0.0,0,Gujarat,196024,June,2023,Sunday,2,1,0,0,0,2371
7233,2964,76,2024-01-11,3.9,3,6.234971389763481,599,Delivered,Net Banking,25,Yes,No,19128108,The Penalty Box,Café,"Gut- 57, Plot -7, Sukhad Sahawas Nagar, Garkheda Parisar, Aurangabad, Ulkanagari, Aurangabad",Aurangabad,Ulkanagari,19.858808,75.348967,Cafe,11 AM to 11 PM,250,1,"['Dinner', 'Credit Card', 'Lunch', 'Cash', 'Debit Card', 'Indoor Seating', 'Air Conditioned', 'Digital Payments Accepted']",0.0,1,0,0.0,1,Maharashtra,307713,January,2024,Thursday,1,1,0,1,0,2964
7233,2964,76,2024-01-11,3.9,3,6.234971389763481,599,Delivered,Net Banking,25,Yes,No,19128108,The Penalty Box,Café,"Gut- 57, Plot -7, Sukhad Sahawas Nagar, Garkheda Parisar, Aurangabad, Ulkanagari, Aurangabad",Aurangabad,Ulkanagari,19.858808,75.348967,Cafe,11 AM to 11 PM,250,1,"['Dinner', 'Credit Card', 'Lunch', 'Cash', 'Debit Card', 'Indoor Seating', 'Air Conditioned', 'Digital Payments Accepted']",0.0,1,0,0.0,1,Bihar,94163,January,2024,Thursday,1,1,0,1,0,2964
7234,2507,55,2023-12-24,2.5,3,13.19423210000968,589,In-Transit,Debit Card,98,No,Yes,110617,Olives Restaurant,Casual Dining,"Pakvan Bopal Road, Near Sindhu Bhavan, Bodakdev, Ahmedabad",Ahmedabad,Bodakdev,23.04067997,72.50115708,"North Indian, Chinese, Italian","11 AM to 3 PM, 7 PM to 11 PM",1000,3,"['Dinner', 'Cash', 'Takeaway Available', 'Credit Card', 'Lunch', 'Delivery', 'Debit Card', 'Indoor Seating', 'Air Conditioned', 'Pure Veg']",3.6,816,325,0.0,0,Gujarat,196024,December,2023,Sunday,4,0,0,0,1,0
7235,2529,62,2024-01-04,1.9,7,9.019521607641618,508,Delivered,Credit Card,60,Yes,No,18712159,Agrawal Chat,Quick Bites,"Big Bazaar Building, Mohatipur, Jatepur, Gorakhpur",Gorakhpur,Jatepur,26.75014599,83.39801878,Street Food,11 AM to 11 PM,100,1,"['Takeaway Available', 'Cash', 'Lunch', 'No Alcohol Available', 'Dinner', 'Outdoor Seating', 'Wheelchair Accessible', 'Pure Veg', 'Digital Payments Accepted']",3.0,4,1,0.0,0,Uttar Pradesh,240928,January,2024,Thursday,1,1,0,1,0,2529
7236,2757,61,2023-02-05,4.1,8,1.52235522218313,377,In-Transit,UPI,182,Yes,No,18694308,Hotel Shree Lakshmi Bhavan,Quick Bites,"184/2, Byepass Road, Ponmeni, SS Colony, Madurai",Madurai,SS Colony,9.924168919,78.09395783,South Indian,6 AM to 11 PM,200,1,"['No Alcohol Available', 'Dinner', 'Takeaway Available', 'Credit Card', 'Debit Card', 'Lunch', 'Cash', 'Breakfast', 'Free Parking', 'Indoor Seating', 'Pure Veg']",4.5,236,3,0.0,1,Tamil Nadu,130058,February,2023,Sunday,1,0,0,1,0,0
7236,2757,61,2023-02-05,4.1,8,1.52235522218313,377,In-Transit,UPI,182,Yes,No,18694308,Hotel Shree Lakshmi Bhavan,Quick Bites,"184/2, Byepass Road, Ponmeni, SS Colony, Madurai",Madurai,SS Colony,9.924168919,78.09395783,South Indian,6 AM to 11 PM,200,1,"['No Alcohol Available', 'Dinner', 'Takeaway Available', 'Credit Card', 'Debit Card', 'Lunch', 'Cash', 'Breakfast', 'Free Parking', 'Indoor Seating', 'Pure Veg']",4.5,236,3,0.0,0,Tamil Nadu,130058,February,2023,Sunday,1,0,0,1,0,0
7237,340,15,2024-04-10,1.3,5,10.01905759780772,368,Cancelled,Net Banking,156,Yes,No,18793511,Nasta Tapri,Quick Bites,"Mansi Heights, Opposite Dronacharya School, New Rajendra Nagar, Mahaveer Nagar, Raipur",Raipur,Mahaveer Nagar,21.22063516,81.66273884,Fast Food,"8 AM to 10 AM, 11 AM to 10 PM",300,1,"['Cash', 'Lunch', 'Delivery', 'Breakfast', 'Dinner', 'Takeaway Available', 'Indoor Seating']",3.3,11,0,0.0,0,Chhattisgarh,135191,April,2024,Wednesday,2,0,1,1,0,0
7238,2474,61,2024-05-22,1.4,6,9.103881551433098,161,Delivered,Credit Card,157,No,No,18929354,YummyWheels,Food Truck,"Town Center 2, Andheri Kurla Road, Near Mittal Industrial Estate, Marol, Andheri East, Mumbai",Mumbai,Marol,19.1063763,72.88311772,"Fast Food, Mexican","11am – 7:30pm (Mon-Sat),Closed (Sun)",300,1,"['Dinner', 'Delivery', 'Cash', 'Takeaway Available', 'Pure Veg']",3.2,4,2,0.0,0,Maharashtra,307713,May,2024,Wednesday,2,1,0,0,0,2474
7239,1300,18,2024-07-25,2.3,4,10.25987859650504,916,Delivered,Debit Card,58,Yes,No,1401327,Amrit Shri Ice Cream Parlour,Dessert Parlour,"Plot 13, Scheme 78, Part 2, Vijay Nagar, Indore",Indore,Vijay Nagar,22.76161316,75.88837232,"Ice Cream, Desserts",11 AM to 11 PM,100,1,"['Takeaway Available', 'Cash', 'Outdoor Seating', 'Desserts and Bakes', 'Pure Veg']",2.9,8,6,0.0,0,Madhya Pradesh,308245,July,2024,Thursday,3,1,0,1,0,1300
7240,2409,23,2023-07-22,3.1,8,3.062040057187871,466,In-Transit,Cash,31,Yes,Yes,18532262,Wafflesome,Dessert Parlour,"NWA Club Road, Punjabi Bagh, New Delhi",New Delhi,Punjabi Bagh,28.66651677,77.1248747,"Desserts, Beverages, Fast Food",11 AM to 12:30 AM,350,1,"['Cash', 'No Alcohol Available', 'Takeaway Available', 'Air Conditioned', 'Desserts and Bakes', 'Indoor Seating', 'Self Service', 'Outdoor Seating', 'Pure Veg']",4.2,389,601,0.0,0,Delhi,1484,July,2023,Saturday,3,0,0,1,1,0
7241,1345,63,2023-10-07,4.2,9,10.09243216905183,496,Cancelled,Cash,131,No,No,18728504,Vatada Hotel & Guesthouse & Restaurant,Quick Bites,"NH.76, Ghanoli, Near Maharana Pratap Airport, Pratap Nagar, Udaipur",Udaipur,Pratap Nagar,24.62468958,73.90496642,Indian,24 Hours,400,1,"['Lunch', 'Cash', 'Breakfast', 'No Alcohol Available', 'Dinner', 'Delivery', 'Lunch Menu', 'Indoor Seating', 'Free Parking', 'All Day Breakfast']",2.8,10,4,0.0,0,Rajasthan,342239,October,2023,Saturday,4,0,1,0,0,0
7242,1021,49,2023-03-24,1.8,4,1.5292071443334,483,In-Transit,Net Banking,9,No,Yes,18773342,Big Bang Grill,Casual Dining,"Booth 109-10-11, Choti Baradari Part-1, Near PIMS, Model Town, Jalandhar",Jalandhar,Model Town,31.304583,75.595732,"Chinese, North Indian, Continental",11 AM to 11 PM,500,2,"['Dinner', 'Delivery', 'Credit Card', 'Lunch', 'Cash', 'Takeaway Available', 'Debit Card', 'Indoor Seating', 'Air Conditioned']",3.4,37,12,0.0,1,Punjab,50362,March,2023,Friday,1,0,0,0,1,0
7243,300,76,2024-03-11,2.4,2,4.962266078328948,298,Delivered,Debit Card,190,Yes,Yes,18612776,Breezy Cow Bar,Beverage Shop,"420, CMR Road, HRBR Layout, 2nd Block, Sena Vihar, Kalyan Nagar, Bangalore",Bangalore,Kalyan Nagar,13.02229339,77.63817642,Beverages,10AM to 12Midnight (Mon-Sun),400,1,"['No Seating Available', 'Cash', 'Debit Card', 'Takeaway Available', 'Credit Card', 'Pure Veg']",4.2,120,53,0.0,1,Karnataka,191791,March,2024,Monday,1,1,0,1,1,300
7244,1134,72,2023-09-22,2.1,6,5.53196281450864,662,In-Transit,Net Banking,15,Yes,No,18624930,Checkmate Cafe,Café,"33/B, Machanic Nagar, Bhawar Kuan, Indore",Indore,Bhawar Kuan,22.69311797,75.86510148,"Cafe, Fast Food",12 Noon to 12 Midnight,600,2,"['Lunch', 'Cash', 'Takeaway Available', 'Dinner', 'Delivery', 'Outdoor Seating', 'Table booking recommended', 'Indoor Seating', 'Air Conditioned', 'Pure Veg']",3.7,290,119,0.0,0,Madhya Pradesh,308245,September,2023,Friday,3,0,0,1,0,0
7245,893,33,2023-07-29,3.3,6,4.891859486894797,962,In-Transit,UPI,66,Yes,No,3200029,KFC,Quick Bites,"Ground Floor, Vadodara Central, Sayaji Path, Genda Circle, Alkapuri, Vadodara",Vadodara,"Vadodara Central, Alkapuri",22.31727937,73.16958435,"Burger, Fast Food",11 AM to 11 PM,450,2,"['Lunch', 'Cash', 'Delivery', 'Dinner', 'Credit Card', 'Free Parking', 'Free Wifi', 'Indoor Seating', 'Air Conditioned', 'Wifi']",4.2,1191,133,0.0,1,Gujarat,196024,July,2023,Saturday,3,0,0,1,0,0
7245,893,33,2023-07-29,3.3,6,4.891859486894797,962,In-Transit,UPI,66,Yes,No,3200029,KFC,Quick Bites,"Ground Floor, Vadodara Central, Sayaji Path, Genda Circle, Alkapuri, Vadodara",Vadodara,"Vadodara Central, Alkapuri",22.31727937,73.16958435,"Burger, Fast Food",11 AM to 11 PM,450,2,"['Lunch', 'Cash', 'Delivery', 'Dinner', 'Credit Card', 'Free Parking', 'Free Wifi', 'Indoor Seating', 'Air Conditioned', 'Wifi']",4.2,1191,133,0.0,0,Gujarat,196024,July,2023,Saturday,3,0,0,1,0,0
7246,2759,51,2023-03-23,4.3,6,5.008021633915877,154,In-Transit,Credit Card,101,Yes,No,18951345,Aroma Sweets & treats,Dessert Parlour,"Sushila Enclave, lowadih Chowk, purulia Road, Ranchi, Kantatoli, Ranchi",Ranchi,Kantatoli,23.36007768,85.35715286,Unknown,Not Available,200,1,"['Cash', 'Debit Card']",0.0,3,0,0.0,1,Jharkhand,79716,March,2023,Thursday,1,0,0,1,0,0
7247,255,76,2023-04-14,3.7,9,7.434021654144756,686,Cancelled,Cash,83,No,No,18875094,Kalaghoda- Effotel By Sayaji,Casual Dining,"Effotel By Sayaji, Kalaghoda Circle, Sayajigunj, Vadodara",Vadodara,Sayajigunj,22.30832656,73.18752933,"North Indian, Mughlai",6:30am – 11pm (Mon-Sun),1000,3,"['Dinner', 'Cash', 'Takeaway Available', 'Breakfast', 'Debit Card', 'Lunch', 'Delivery', 'Credit Card', 'Indoor Seating', 'Digital Payments Accepted', 'Table booking recommended', 'Air Conditioned', 'Buffet']",4.2,47,45,0.0,0,Gujarat,196024,April,2023,Friday,2,0,1,0,0,0
7248,430,63,2024-05-03,1.9,8,2.989002218021342,962,In-Transit,Net Banking,136,Yes,No,68777,Fruit Punch,Beverage Shop,"3rd Floor, Express Avenue Mall, Whites Road, Royapettah, Chennai",Chennai,"Express Avenue Mall,  Royapettah",13.05829845,80.26461996,"Juices, Beverages",11 AM to 11:30 PM (Mon-Sun),250,1,"['Mall Parking', 'Debit Card', 'Cash', 'Takeaway Available', 'Credit Card', 'Indoor Seating', 'Wheelchair Accessible', 'Pure Veg', 'Air Conditioned', 'Desserts and Bakes']",3.7,76,39,0.0,0,Tamil Nadu,130058,May,2024,Friday,2,0,0,1,0,0
7249,2690,70,2023-05-28,2.2,9,14.27496256784873,172,Delivered,Credit Card,158,Yes,Yes,18561423,The Mill,Casual Dining,"212, Forum Rangoli Mall, Girish Ghosh Road, Liluah, Howrah",Howrah,"Forum Rangoli Mall, Liluah",22.62430937,88.35322626,"North Indian, Chinese, Mughlai",11 AM to 11 PM,1000,3,"['Lunch', 'Cash', 'Takeaway Available', 'Debit Card', 'Serves Alcohol', 'Dinner', 'Mall Parking', 'Delivery', 'Credit Card', 'Live Entertainment', 'Fullbar', 'Free Wifi', 'Air Conditioned', 'Live Sports Screening', 'Indoor Seating', 'Table booking recommended']",4.2,494,608,0.0,1,West Bengal,88752,May,2023,Sunday,2,1,0,1,1,2690
7250,2247,89,2024-01-19,4.0,9,1.713200721288135,297,Cancelled,Cash,121,Yes,Yes,18874492,Creams & Cherries,Bakery,"Above-Sumit Medico, Hill Cart Road, Pradhan Nagar, Siliguri",Siliguri,Pradhan Nagar,26.71757133,88.42117855,"Desserts, Bakery","10am – 10pm (Mon-Sat),10am – 1pm (Sun)",500,2,"['Delivery', 'Credit Card', 'Cash', 'Takeaway Available', 'Debit Card', 'Indoor Seating', 'Air Conditioned', 'Desserts and Bakes', 'Digital Payments Accepted']",3.6,16,29,0.0,1,West Bengal,88752,January,2024,Friday,1,0,1,1,1,0
7251,2745,62,2024-07-25,1.3,6,12.87145582371689,855,Delivered,Net Banking,141,Yes,No,18619997,Patiala Eating Point,Food Truck,"Near HNH Store, Sector 14, Panchkula",Panchkula,Sector 14,30.68405155,76.84625588,North Indian,"6 PM to 11 PM (Mon, Wed-Sun), Tue Closed",400,1,"['Delivery', 'No Seating Available', 'Dinner', 'Cash', 'Takeaway Available', 'Free Parking', 'Digital Payments Accepted']",3.5,64,11,0.0,0,Haryana,44212,July,2024,Thursday,3,1,0,1,0,2745
7252,1481,17,2023-12-31,1.2,7,6.99722352348832,109,In-Transit,Cash,160,No,Yes,2601784,TOP N TOWN,Dessert Parlour,"S K TRADERS, MIG 2, Shop 7, Vaishali Nagar, Kotra Sultanabad, Bhopal",Bhopal,TT Nagar,23.21822597,77.39716508,"Desserts, Beverages, Ice Cream",11:30 AM to 11 PM,200,1,"['Lunch', 'Takeaway Available', 'Dinner', 'Cash', 'Delivery', 'Air Conditioned', 'Desserts and Bakes', 'Pure Veg']",2.5,23,2,0.0,1,Madhya Pradesh,308245,December,2023,Sunday,4,0,0,0,1,0
7253,895,47,2023-08-19,3.7,7,6.915852590573274,576,Cancelled,Net Banking,84,Yes,Yes,2100271,Sarma Sweets and Fast Food,Sweet Shop,"Next To Axis Bank, Below Six Mile Flyover, Khanapara, Guwahati",Guwahati,Khanapara,26.13271536,91.80678964,"Mithai, Fast Food, Street Food",8 AM to 9 PM (Mon-Sun),100,1,"['Takeaway Available', 'Cash', 'No Seating Available', 'No Alcohol Available', 'Breakfast', 'Desserts and Bakes']",3.2,4,3,0.0,0,Assam,78438,August,2023,Saturday,3,0,1,1,1,0
7254,2872,63,2023-11-27,4.7,4,8.8334853678121,156,In-Transit,Debit Card,87,No,Yes,18700526,Woodlands Restaurant,Casual Dining,"Dr UR Rao Complex, Near Shree Krsihna Mutt, Thenkapet, Maruthi Veethika, Udupi",Udupi,Maruthi Veethika,13.33915043,74.75109626,"North Indian, South Indian","8:30am – 3pm, 6pm – 10pm (Mon-Sun)",600,2,"['Dinner', 'Cash', 'Breakfast', 'Lunch', 'Takeaway Available', 'Credit Card', 'Debit Card', 'Indoor Seating', 'Pure Veg', 'Digital Payments Accepted']",4.0,219,66,0.0,1,Karnataka,191791,November,2023,Monday,4,0,0,0,1,0
7255,2291,28,2024-07-09,4.6,9,3.638672292575564,942,Cancelled,Debit Card,106,Yes,No,18812799,Hotel Rajkamal,Quick Bites,"Shop 111, Disha Garden Complex, N2, CIDCO, Aurangabad",Aurangabad,CIDCO,19.868675,75.367172,North Indian,Mon-Sun (10 AM to 11 PM),400,2,"['Serves Alcohol', 'Lunch', 'Takeaway Available', 'Cash', 'Dinner', 'Indoor Seating', 'Air Conditioned']",2.8,5,1,0.0,1,Maharashtra,307713,July,2024,Tuesday,3,0,1,1,0,0
7255,2291,28,2024-07-09,4.6,9,3.638672292575564,942,Cancelled,Debit Card,106,Yes,No,18812799,Hotel Rajkamal,Quick Bites,"Shop 111, Disha Garden Complex, N2, CIDCO, Aurangabad",Aurangabad,CIDCO,19.868675,75.367172,North Indian,Mon-Sun (10 AM to 11 PM),400,2,"['Serves Alcohol', 'Lunch', 'Takeaway Available', 'Cash', 'Dinner', 'Indoor Seating', 'Air Conditioned']",2.8,5,1,0.0,1,Bihar,94163,July,2024,Tuesday,3,0,1,1,0,0
7256,1518,35,2023-07-06,1.4,6,10.68394436087863,342,Cancelled,Cash,128,Yes,No,15101,Bansi Vaishno Dhaba,Quick Bites,"Jagjit Nagar, Near Railway Crossing, Near Model Town, Ludhiana",Ludhiana,Model Town,30.89031019,75.82957294,North Indian,"11 AM to 5 PM, 6 PM to 11 PM",450,1,"['Delivery', 'Takeaway Available', 'Dinner', 'No Alcohol Available', 'Lunch', 'Cash', 'Breakfast', 'Pure Veg', 'Digital Payments Accepted', 'Air Conditioned', 'Indoor Seating']",4.0,1933,21,0.0,1,Punjab,50362,July,2023,Thursday,3,0,1,1,0,0
7256,1518,35,2023-07-06,1.4,6,10.68394436087863,342,Cancelled,Cash,128,Yes,No,15101,Bansi Vaishno Dhaba,Quick Bites,"Jagjit Nagar, Near Railway Crossing, Near Model Town, Ludhiana",Ludhiana,Model Town,30.89031019,75.82957294,North Indian,"11 AM to 5 PM, 6 PM to 11 PM",450,1,"['Delivery', 'Takeaway Available', 'Dinner', 'No Alcohol Available', 'Lunch', 'Cash', 'Breakfast', 'Pure Veg', 'Digital Payments Accepted', 'Air Conditioned', 'Indoor Seating']",4.0,1933,21,0.0,0,Punjab,50362,July,2023,Thursday,3,0,1,1,0,0
